Jorge Ch��vez International Airport,SA,PE,LIM
Milano Linate Airport,EU,IT,LIN
Limon International Airport,NA,CR,LIO
Lins Airport,SA,BR,LIP
Lisala Airport,AF,CD,LIQ
Daniel Oduber Quiros International Airport,NA,CR,LIR
Humberto Delgado Airport (Lisbon Portela Airport),EU,PT,LIS
Bill & Hillary Clinton National Airport/Adams Field,NA,US,LIT
Livengood Camp Airport,NA,US,LIV
Loikaw Airport,AS,MM,LIW
Likoma Island Airport,AF,MW,LIX
Wright AAF (Fort Stewart)/Midcoast Regional Airport,NA,US,LIY
Loring International Airport,NA,US,LIZ
Lodja Airport,AF,CD,LJA
Lijiang Airport,AS,CN,LJG
Texas Gulf Coast Regional Airport,NA,US,LJN
Ljubljana Jo�_e Pu��nik Airport,EU,SI,LJU
Gewayentana Airport,AS,ID,LKA
Lakeba Island Airport,OC,FJ,LKB
Lekana Airport,AF,CG,LKC
Lakeland Airport,OC,AU,LKD
Kenmore Air Harbor Seaplane Base,NA,US,LKE
Lokichoggio Airport,AF,KE,LKG
Long Akah Airport,AS,MY,LKH
Kulik Lake Airport,NA,US,LKK
Banak Airport,EU,NO,LKL
Leknes Airport,EU,NO,LKN
Chaudhary Charan Singh International Airport,AS,IN,LKO
Lake Placid Airport,NA,US,LKP
Lake Rudolf Airport,AF,KE,LKU
Lake County Airport,NA,US,LKV
Lekhwair Airport,AS,OM,LKW
Lake Manyara Airport,AF,TZ,LKY
RAF Lakenheath,EU,GB,LKZ
Lule̴ Airport,EU,SE,LLA
Libo Airport,AS,CN,LLB
Riverside Airport,AF,ZA,LLE
Lingling Airport,AS,CN,LLF
Chillagoe Airport,OC,AU,LLG
Reginaldo Hammer Airport,NA,HN,LLH
Lalibella Airport,AF,ET,LLI
Lalmonirhat Airport,AS,BD,LLJ
Lankaran International Airport,AS,AZ,LLK
Lissadell Airport,OC,AU,LLL
Long Lama Airport,AS,MY,LLM
Kelila Airport,AS,ID,LLN
Alferez Armando Rodriguez Airport,SA,AR,LLS
Alluitsup Paa Heliport,NA,GL,LLU
L�_liang Airport,AS,CN,LLV
Lilongwe International Airport,AF,MW,LLW
Caledonia County Airport,NA,US,LLX
South Jersey Regional Airport,NA,US,LLY
Minchumina Airport,NA,US,LMA
Salima Airport,AF,MW,LMB
La Macarena Airport,SA,CO,LMC
El Refugio/La Macarena Airport,SA,CO,LMC
Los Menucos Airport,SA,AR,LMD
Le Mans-Arnage Airport,EU,FR,LME
Lumi Airport,OC,PG,LMI
Lae Island Airport,OC,MH,LML
Valle del Fuerte International Airport,NA,MX,LMM
Limbang Airport,AS,MY,LMN
RAF Lossiemouth,EU,GB,LMO
Lampedusa Airport,EU,IT,LMP
Marsa Brega Airport,AF,LY,LMQ
Lime Acres Finsch Mine Airport,AF,ZA,LMR
Louisville Winston County Airport,NA,US,LMS
Crater Lake-Klamath Regional Airport,NA,US,LMT
Lake Murray Airport,OC,PG,LMY
Palma Airport,AF,MZ,LMZ
Palm Beach County Park Airport,NA,US,LNA
Lamen Bay Airport,OC,VU,LNB
Lengbati Airport,OC,PG,LNC
Hunt Field,NA,US,LND
Lonorore Airport,OC,VU,LNE
Munbil Airport,OC,PG,LNF
Lese Airport,OC,PG,LNG
Lake Nash Airport,OC,AU,LNH
Lonely Air Station,NA,US,LNI
Lintsang Airfield,AS,CN,LNJ
Lincoln Airport,NA,US,LNK
Longnan Chengzhou Airport,AS,CN,LNL
Langimar Airport,OC,PG,LNM
Willoughby Lost Nation Municipal Airport,NA,US,LNN
Leonora Airport,OC,AU,LNO
Lonesome Pine Airport,NA,US,LNP
Loani Airport,OC,PG,LNQ
Tri-County Regional Airport,NA,US,LNR
Lancaster Airport,NA,US,LNS
Londolovit Airport,OC,PG,LNV
Smolensk North Airport,EU,RU,LNX
Lanai Airport,NA,US,LNY
Linz H̦rsching Airport,EU,AT,LNZ
Lorraine Airport,OC,AU,LOA
San Rafael Airport,SA,CL,LOB
Lock Airport,OC,AU,LOC
Longana Airport,OC,VU,LOD
Loei Airport,AS,TH,LOE
Loen Airport,OC,MH,LOF
Camilo Ponce Enriquez Airport,SA,EC,LOH
Helmuth Baungarten Airport,SA,BR,LOI
Lodwar Airport,AF,KE,LOK
Derby Field,NA,US,LOL
Francisco Primo de Verdad y Ramos Airport,NA,MX,LOM
Laghouat Airport,AF,DZ,LOO
Lombok International Airport,AS,ID,LOP
Lobatse Airport,AF,BW,LOQ
Lowe AHP (Fort Rucker) Heliport,NA,US,LOR
Murtala Muhammed International Airport,AF,NG,LOS
Lewis University Airport,NA,US,LOT
Bowman Field,NA,US,LOU
Monclova International Airport,NA,MX,LOV
Louisa County Airport/Freeman Field,NA,US,LOW
Loyengalani Airport,AF,KE,LOY
London-Corbin Airport/Magee Field,NA,US,LOZ
Gran Canaria Airport,EU,ES,LPA
El Alto International Airport,SA,BO,LPB
Lompoc Airport,NA,US,LPC
La Pedrera Airport,SA,CO,LPD
La Primavera Airport,SA,CO,LPE
La Primavera Airport,SA,CO,LPE
Liupanshui Yuezhao Airport,AS,CN,LPF
La Plata Airport,SA,AR,LPG
Link̦ping City Airport,EU,SE,LPI
Armando Schwarck Airport,SA,VE,LPJ
Lipetsk Airport,EU,RU,LPK
Liverpool John Lennon Airport,EU,GB,LPL
Lamap Airport,OC,VU,LPM
Leron Plains Airport,OC,PG,LPN
La Porte Municipal Airport,NA,US,LPO
Lappeenranta Airport,EU,FI,LPP
Luang Phabang International Airport,AS,LA,LPQ
Lopez Island Airport,NA,US,LPS
Lampang Airport,AS,TH,LPT
Long Apung Airport,AS,ID,LPU
Liep��ja International Airport,EU,LV,LPX
Le Puy-Loudes Airport,EU,FR,LPY
Pickens County Airport,NA,US,LQK
Caucaya Airport,SA,CO,LQM
Qala-I-Naw Airport,AS,AF,LQN
Larisa Airport,EU,GR,LRA
Leribe Airport,AF,LS,LRB
Laredo International Airport,NA,US,LRD
Longreach Airport,OC,AU,LRE
Little Rock Air Force Base,NA,US,LRF
Loralai Airport,AS,PK,LRG
La Rochelle-�_le de R̩ Airport,EU,FR,LRH
Le Mars Municipal Airport,NA,US,LRJ
Niamtougou International Airport,AF,TG,LRL
Casa De Campo International Airport,NA,DO,LRM
Sharpe AAF,NA,US,LRO
Laurie River Airport,NA,CA,LRQ
Lar Airport,AS,IR,LRR
Leros Airport,EU,GR,LRS
Lorient South Brittany (Bretagne Sud) Airport,EU,FR,LRT
Las Cruces International Airport,NA,US,LRU
Los Roques Airport,SA,VE,LRV
Losuia Airport,OC,PG,LSA
Lordsburg Municipal Airport,NA,US,LSB
La Florida Airport,SA,CL,LSC
La Crosse Municipal Airport,NA,US,LSE
Lawson Army Air Field (Fort Benning),NA,US,LSF
Lashio Airport,AS,MM,LSH
Sumburgh Airport,EU,GB,LSI
Long Island Airport,OC,PG,LSJ
Lusk Municipal Airport,NA,US,LSK
Los Chiles Airport,NA,CR,LSL
Long Semado Airport,AS,MY,LSM
Los Banos Municipal Airport,NA,US,LSN
Les Sables-d'Olonne Talmont Airport,EU,FR,LSO
Josefa Camejo International Airport,SA,VE,LSP
Mar�_a Dolores Airport,SA,CL,LSQ
Terre-de-Haut Airport,NA,GP,LSS
Launceston Airport,OC,AU,LST
Long Sukang Airport,AS,MY,LSU
Nellis Air Force Base,NA,US,LSV
Malikus Saleh Airport,AS,ID,LSW
Lhok Sukon Airport,AS,ID,LSX
Lismore Airport,OC,AU,LSY
Lo��inj Island Airport,EU,HR,LSZ
Tzaneen Airport,AF,ZA,LTA
Latrobe Airport,OC,AU,LTB
Lai Airport,AF,TD,LTC
Ghadames East Airport,AF,LY,LTD
Leitre Airport,OC,PG,LTF
Langtang Airport,AS,NP,LTG
Lathrop Wells Airport / Jackass Aeropark,NA,US,LTH
Altai Airport,AS,MN,LTI
Bassel Al-Assad International Airport,AS,SY,LTK
Lastourville Airport,AF,GA,LTL
Lethem Airport,SA,GY,LTM
London Luton Airport,EU,GB,LTN
Loreto International Airport,NA,MX,LTO
Lyndhurst Airport,OC,AU,LTP
Le Touquet-C̫te d'Opale Airport,EU,FR,LTQ
Letterkenny Airport,EU,IE,LTR
Altus Air Force Base,NA,US,LTS
La M̫le Airport,EU,FR,LTT
Murod Kond Airport,AS,IN,LTU
Lotus Vale Airport,OC,AU,LTV
St. Mary's County Regional Airport,NA,US,LTW
Cotopaxi International Airport,SA,EC,LTX
Lukla Airport,AS,NP,LUA
Lumid Pau Airport,SA,GY,LUB
Laucala Island Airport,OC,FJ,LUC
Luderitz Airport,AF,NA,LUD
Lu��enec Airport,EU,SK,LUE
Luke Air Force Base,NA,US,LUF
Lugano Airport,EU,CH,LUG
Ludhiana Airport,AS,IN,LUH
Carta Airport,NA,HN,LUI
Lusikisiki Airport,AF,ZA,LUJ
Cincinnati Municipal Airport Lunken Field,NA,US,LUK
Hesler Noble Field,NA,US,LUL
Mangshi Airport,AS,CN,LUM
Kenneth Kaunda International Airport Lusaka,AF,ZM,LUN
Luena Airport,AF,AO,LUO
Kalaupapa Airport,NA,US,LUP
Brigadier Mayor D Cesar Raul Ojeda Airport,SA,AR,LUQ
Cape Lisburne LRRS Airport,NA,US,LUR
Lusanga Airport,AF,CD,LUS
New Laura Airport,OC,AU,LUT
Laura Airport,OC,AU,LUU
Dumatumbun Airport,AS,ID,LUV
Syukuran Aminuddin Amir Airport,AS,ID,LUW
Luxembourg-Findel International Airport,EU,LU,LUX
Lushoto Airport,AF,TZ,LUY
Lublin Airport,EU,PL,LUZ
Laval-Entrammes Airport,EU,FR,LVA
Santana do Livramento Airport,SA,BR,LVB
Lime Village Airport,NA,US,LVD
Livingstone Airport,AF,ZM,LVI
Livermore Municipal Airport,NA,US,LVK
Lawrenceville Brunswick Municipal Airport,NA,US,LVL
Mission Field,NA,US,LVM
Laverton Airport,OC,AU,LVO
Lavan Island Airport,AS,IR,LVP
Municipal Bom Futuro Airport,SA,BR,LVR
Las Vegas Municipal Airport,NA,US,LVS
Lebak Rural Airport,AS,PH,LWA
Greenbrier Valley Airport,NA,US,LWB
Lawrence Municipal Airport,NA,US,LWC
Lewoleba Airport,AS,ID,LWE
Lawn Hill Airport,OC,AU,LWH
Lowai Airport,OC,PG,LWI
Lerwick / Tingwall Airport,EU,GB,LWK
Wells Municipal Airport/Harriet Field,NA,US,LWL
Lawrence Municipal Airport,NA,US,LWM
Gyumri Shirak Airport,AS,AM,LWN
Lviv International Airport,EU,UA,LWO
Leeuwarden Air Base,EU,NL,LWR
Lewiston Nez Perce County Airport,NA,US,LWS
Lewistown Municipal Airport,NA,US,LWT
Lawrenceville Vincennes International Airport,NA,US,LWV
Lawas Airport,AS,MY,LWY
Lhasa Gonggar Airport,AS,CN,LXA
Luang Namtha Airport,AS,LA,LXG
Jim Kelly Field,NA,US,LXN
Luxor International Airport,AF,EG,LXR
Limnos Airport,EU,GR,LXS
Lukulu Airport,AF,ZM,LXU
Lake County Airport,NA,US,LXV
Luoyang Airport,AS,CN,LYA
Edward Bodden Airfield,NA,KY,LYB
Lycksele Airport,EU,SE,LYC
RAF Lyneham,EU,GB,LYE
Lianyungang Airport,AS,CN,LYG
Lynchburg Regional Preston Glenn Field,NA,US,LYH
Shubuling Airport,AS,CN,LYI
Lunyuk Airport,AS,ID,LYK
Lympne Airport,EU,GB,LYM
Lyon-Bron Airport,EU,FR,LYN
Lyons-Rice County Municipal Airport,NA,US,LYO
Faisalabad International Airport,AS,PK,LYP
"Svalbard Airport, Longyear",EU,NO,LYR
Lyon Saint-Exup̩ry Airport,EU,FR,LYS
Lady Elliot Island Airstrip,OC,AU,LYT
Ely Municipal Airport,NA,US,LYU
Lydd Airport,EU,GB,LYX
Luiza Airport,AF,CD,LZA
L��zaro C��rdenas Airport,NA,MX,LZC
Liuzhou Bailian Airport,AS,CN,LZH
Luozi Airport,AF,CD,LZI
Luzamba Airport,AF,AO,LZM
Matsu Nangan Airport,AS,TW,LZN
Luzhou Airport,AS,CN,LZO
Lizard Island Airport,OC,AU,LZR
[Duplicate] Lizard Island Airport,OC,AU,LZR
Gwinnett County Briscoe Field,NA,US,LZU
Nyingchi Airport,AS,CN,LZY
Chennai International Airport,AS,IN,MAA
Jọo Correa da Rocha Airport,SA,BR,MAB
Macon Downtown Airport,NA,US,MAC
Adolfo Su��rez Madrid���Barajas Airport,EU,ES,MAD
Madera Municipal Airport,NA,US,MAE
Midland International Airport,NA,US,MAF
Madang Airport,OC,PG,MAG
Menorca Airport,EU,ES,MAH
Mangochi Airport,AF,MW,MAI
Marshall Islands International Airport,OC,MH,MAJ
Malakal Airport,AF,SS,MAK
"Mangole Airport, Falabisahaya",AS,ID,MAL
General Servando Canales International Airport,NA,MX,MAM
Manchester Airport,EU,GB,MAN
Eduardo Gomes International Airport,SA,BR,MAO
Mamai Airport,OC,PG,MAP
Mae Sot Airport,AS,TH,MAQ
La Chinita International Airport,SA,VE,MAR
Momote Airport,OC,PG,MAS
Tshimpi Airport,AF,CD,MAT
Maupiti Airport,OC,PF,MAU
Maloelap Island Airport,OC,MH,MAV
Malden Regional Airport,NA,US,MAW
Ouro Sogui Airport,AF,SN,MAX
Clarence A. Bain Airport,NA,BS,MAY
Eugenio Maria De Hostos Airport,NA,PR,MAZ
Mombasa Moi International Airport,AF,KE,MBA
Marble Bar Airport,OC,AU,MBB
M'Bigou Airport,AF,GA,MBC
Mmabatho International Airport,AF,ZA,MBD
Monbetsu Airport,AS,JP,MBE
Mobridge Municipal Airport,NA,US,MBG
Maryborough Airport,OC,AU,MBH
Songwe Airport,AF,TZ,MBI
Sangster International Airport,NA,JM,MBJ
Regional Orlando Villas Boas Airport,SA,BR,MBK
Manistee Co Blacker Airport,NA,US,MBL
Mkambati Airport,AF,ZA,MBM
Mamburao Airport,AS,PH,MBO
Moyobamba Airport,SA,PE,MBP
Mbarara Airport,AF,UG,MBQ
MBS International Airport,NA,US,MBS
Moises R. Espinosa Airport,AS,PH,MBT
Babanakira Airport,OC,SB,MBU
Masa Airport,OC,PG,MBV
Melbourne Moorabbin Airport,OC,AU,MBW
Maribor Airport,EU,SI,MBX
Omar N Bradley Airport,NA,US,MBY
Mau̩s Airport,SA,BR,MBZ
Macenta Airport,AF,GN,MCA
Mc Comb/Pike County Airport/John E Lewis Field,NA,US,MCB
Mc Clellan Airfield,NA,US,MCC
Mackinac Island Airport,NA,US,MCD
Merced Regional Macready Field,NA,US,MCE
Mac Dill Air Force Base,NA,US,MCF
McGrath Airport,NA,US,MCG
General Manuel Serrano Airport,SA,EC,MCH
Kansas City International Airport,NA,US,MCI
Jorge Isaac Airport,SA,CO,MCJ
Mc Cook Ben Nelson Regional Airport,NA,US,MCK
McKinley National Park Airport,NA,US,MCL
Monaco Heliport,EU,MC,MCM
Middle Georgia Regional Airport,NA,US,MCN
Orlando International Airport,NA,US,MCO
Alberto Alcolumbre Airport,SA,BR,MCP
Miskolc Airport,EU,HU,MCQ
Melchor de Mencos Airport,NA,GT,MCR
Monte Caseros Airport,SA,AR,MCS
Muscat International Airport,AS,OM,MCT
Montlṳon-Gu̩ret Airport,EU,FR,MCU
McArthur River Mine Airport,OC,AU,MCV
Mason City Municipal Airport,NA,US,MCW
Uytash Airport,EU,RU,MCX
Sunshine Coast Airport,OC,AU,MCY
Zumbi dos Palmares Airport,SA,BR,MCZ
Martindale Army Heliport,NA,US,MDA
Melinda Airport,NA,BZ,MDB
Sam Ratulangi Airport,AS,ID,MDC
Midland Airpark,NA,US,MDD
Jose Maria C�_rdova International Airport,SA,CO,MDE
Taylor County Airport,NA,US,MDF
Mudanjiang Hailang International Airport,AS,CN,MDG
Southern Illinois Airport,NA,US,MDH
Makurdi Airport,AF,NG,MDI
Madras Municipal Airport,NA,US,MDJ
Mbandaka Airport,AF,CD,MDK
Mandalay International Airport,AS,MM,MDL
Munduku Airport,OC,PG,MDM
Madison Municipal Airport,NA,US,MDN
Middleton Island Airport,NA,US,MDO
Mindiptana Airport,AS,ID,MDP
́stor Piazzola International Airport,SA,AR,MDQ
Medfra Airport,NA,US,MDR
Middle Caicos Airport,NA,TC,MDS
Harrisburg International Airport,NA,US,MDT
Mendi Airport,OC,PG,MDU
M̩douneu Airport,AF,GQ,MDV
Chicago Midway International Airport,NA,US,MDW
Mercedes Airport,SA,AR,MDX
Henderson Field,OC,UM,MDY
El Plumerillo Airport,SA,AR,MDZ
Maca̩ Airport,SA,BR,MEA
Melbourne Essendon Airport,OC,AU,MEB
Eloy Alfaro International Airport,SA,EC,MEC
Prince Mohammad Bin Abdulaziz Airport,AS,SA,MED
Mar̩ Airport,OC,NC,MEE
Melfi Airport,AF,TD,MEF
Malanje Airport,AF,AO,MEG
Mehamn Airport,EU,NO,MEH
Key Field,NA,US,MEI
Port Meadville Airport,NA,US,MEJ
Bassatine Airport,AF,MA,MEK
Melbourne International Airport,OC,AU,MEL
Memphis International Airport,NA,US,MEM
Mende-Brenoux Airport,EU,FR,MEN
Dare County Regional Airport,NA,US,MEO
Mersing Airport,AS,MY,MEP
Seunagan Airport,AS,ID,MEQ
Castle Airport,NA,US,MER
Soewondo Air Force Base,AS,ID,MES
Moreton Airport,OC,AU,MET
Monte Dourado Airport,SA,BR,MEU
Minden-Tahoe Airport,NA,US,MEV
Mweka Airport,AF,CD,MEW
Licenciado Benito Juarez International Airport,NA,MX,MEX
Meghauli Airport,AS,NP,MEY
Musina(Messina) Airport,AF,ZA,MEZ
Mafia Island Airport,AF,TZ,MFA
Monfort Airport,SA,CO,MFB
Mafeteng Airport,AF,LS,MFC
Mansfield Lahm Regional Airport,NA,US,MFD
Mc Allen Miller International Airport,NA,US,MFE
Moanda Airport,AF,GA,MFF
Muzaffarabad Airport,AS,PK,MFG
Mesquite Airport,NA,US,MFH
Marshfield Municipal Airport,NA,US,MFI
Moala Airport,OC,FJ,MFJ
Matsu Beigan Airport,AS,TW,MFK
Mount Full Stop Airport,OC,AU,MFL
Macau International Airport,AS,MO,MFM
Milford Sound Airport,OC,NZ,MFN
Manguna Airport,OC,PG,MFO
Manners Creek Airport,OC,AU,MFP
Maradi Airport,AF,NE,MFQ
Rogue Valley International Medford Airport,NA,US,MFR
Miraflores Airport,SA,CO,MFS
Machu Pichu Airport,SA,PE,MFT
Mfuwe Airport,AF,ZM,MFU
Accomack County Airport,NA,US,MFV
Magaruque Airport,AF,MZ,MFW
M̩ribel Altiport,EU,FR,MFX
Meselia Airport,OC,PG,MFZ
Augusto C. Sandino (Managua) International Airport,NA,NI,MGA
Mount Gambier Airport,OC,AU,MGB
Michigan City Municipal Airport,NA,US,MGC
Magdalena Airport,SA,BO,MGD
Dobbins Air Reserve Base,NA,US,MGE
Regional de Maring�� - S�_lvio Nane Junior Airport,SA,BR,MGF
Margarima Airport,OC,PG,MGG
Margate Airport,AF,ZA,MGH
Matagorda Island Air Force Base,NA,US,MGI
Orange County Airport,NA,US,MGJ
Mong Tong Airport,AS,MM,MGK
M̦nchengladbach Airport,EU,DE,MGL
Montgomery Regional (Dannelly Field) Airport,NA,US,MGM
Baracoa Airport,SA,CO,MGN
Manga Airport,OC,PG,MGP
Aden Adde International Airport,AF,SO,MGQ
Moultrie Municipal Airport,NA,US,MGR
Mangaia Island Airport,OC,CK,MGS
Milingimbi Airport,OC,AU,MGT
Manaung Airport,AS,MM,MGU
Margaret River (Station) Airport,OC,AU,MGV
Morgantown Municipal Walter L. Bill Hart Field,NA,US,MGW
Moabi Airport,AF,GA,MGX
Dayton-Wright Brothers Airport,NA,US,MGY
Myeik Airport,AS,MM,MGZ
Mahdia Airport,SA,GY,MHA
Mechanics Bay Heliport,OC,NZ,MHB
Mocopulli Airport,SA,CL,MHC
Mashhad International Airport,AS,IR,MHD
Mitchell Municipal Airport,NA,US,MHE
Morichal Airport,SA,CO,MHF
Mannheim-City Airport,EU,DE,MHG
Leonard M Thompson International Airport,NA,BS,MHH
Moucha Airport,AF,DJ,MHI
Manhattan Regional Airport,NA,US,MHK
Marshall Memorial Municipal Airport,NA,US,MHL
Hooker County Airport,NA,US,MHN
Mount House Airport,OC,AU,MHO
Minsk 1 Airport,EU,BY,MHP
Mariehamn Airport,EU,FI,MHQ
Sacramento Mather Airport,NA,US,MHR
Dunsmuir Muni-Mott Airport,NA,US,MHS
Manchester Airport,NA,US,MHT
Mount Hotham Airport,OC,AU,MHU
Mojave Airport,NA,US,MHV
Monteagudo Airport,SA,BO,MHW
Manihiki Island Airport,OC,CK,MHX
Morehead Airport,OC,PG,MHY
RAF Mildenhall,EU,GB,MHZ
Miami International Airport,NA,US,MIA
Minot Air Force Base,NA,US,MIB
Licenciado Manuel Crescencio Rejon Int Airport,NA,MX,MID
Delaware County Johnson Field,NA,US,MIE
Roy Hurd Memorial Airport,NA,US,MIF
Mianyang Airport,AS,CN,MIG
Mitchell Plateau Airport,OC,AU,MIH
Frank Miloye Milenkowichi���Mar�_lia State Airport,SA,BR,MII
Mili Island Airport,OC,MH,MIJ
Mikkeli Airport,EU,FI,MIK
Merimbula Airport,OC,AU,MIM
Minnipa Airport,OC,AU,MIN
Ramon Air Base,AS,IL,MIP
Monastir Habib Bourguiba International Airport,AF,TN,MIR
Misima Island Airport,OC,PG,MIS
Shafter Airport - Minter Field,NA,US,MIT
Maiduguri International Airport,AF,NG,MIU
Millville Municipal Airport,NA,US,MIV
Mittebah Airport,OC,AU,MIY
Mainoru Airstrip,OC,AU,MIZ
Manja Airport,AF,MG,MJA
Mejit Atoll Airport,OC,MH,MJB
Man Airport,AF,CI,MJC
Moenjodaro Airport,AS,PK,MJD
Majkin Airport,OC,MH,MJE
Mosj��en Airport (Kj�_rstad),EU,NO,MJF
Mayajigua Airport,NA,CU,MJG
Mitiga Airport,AF,LY,MJI
Moki Airport,OC,PG,MJJ
Shark Bay Airport,OC,AU,MJK
Mouilla Ville Airport,AF,GA,MJL
Mbuji Mayi Airport,AF,CD,MJM
Amborovy Airport,AF,MG,MJN
Mount Etjo Airport,AF,NA,MJO
Manjimup Airport,OC,AU,MJP
Miramar Airport,SA,AR,MJR
Maganja da Costa Airport,AF,MZ,MJS
Mytilene International Airport,EU,GR,MJT
Tampa Padang Airport,AS,ID,MJU
San Javier Airport,EU,ES,MJV
Mahenye Airport,AF,ZW,MJW
Ocean County Airport,NA,US,MJX
Mangunjaya Airport,AS,ID,MJY
Mirny Airport,AS,RU,MJZ
Mari��nsk̩ L��zn�� Airport,EU,CZ,MKA
Mekambo Airport,AF,GA,MKB
Charles B. Wheeler Downtown Airport,NA,US,MKC
General Mitchell International Airport,NA,US,MKE
Muskegon County Airport,NA,US,MKG
Mokhotlong Airport,AF,LS,MKH
M'Boki Airport,AF,CF,MKI
Makoua Airport,AF,CG,MKJ
Molokai Airport,NA,US,MKK
Mc Kellar Sipes Regional Airport,NA,US,MKL
Mukah Airport,AS,MY,MKM
Malekolon Airport,OC,PG,MKN
Makemo Airport,OC,PF,MKP
Mopah Airport,AS,ID,MKQ
Meekatharra Airport,OC,AU,MKR
Mekane Selam Airport,AF,ET,MKS
Makokou Airport,AF,GA,MKU
Mount Cavenagh Airport,OC,AU,MKV
Rendani Airport,AS,ID,MKW
Mackay Airport,OC,AU,MKY
Malacca Airport,AS,MY,MKZ
Malta International Airport,EU,MT,MLA
Melbourne International Airport,NA,US,MLB
Mc Alester Regional Airport,NA,US,MLC
Mal̩ International Airport,AS,MV,MLE
Abdul Rachman Saleh Airport,AS,ID,MLG
Quad City International Airport,NA,US,MLI
Malta Airport,NA,US,MLK
Marshall Don Hunter Sr Airport,NA,US,MLL
General Francisco J. Mujica International Airport,NA,MX,MLM
Melilla Airport,EU,ES,MLN
Milos Airport,EU,GR,MLO
Malabang Airport,AS,PH,MLP
Malalaua Airport,OC,PG,MLQ
Millicent Airport,OC,AU,MLR
Frank Wiley Field,NA,US,MLS
Monroe Regional Airport,NA,US,MLU
Merluna Airport,OC,AU,MLV
Spriggs Payne Airport,AF,LR,MLW
Malatya Erha̤ Airport,AS,TR,MLX
Manley Hot Springs Airport,NA,US,MLY
Cerro Largo International Airport,SA,UY,MLZ
Memanbetsu Airport,AS,JP,MMB
Ciudad Mante National Airport,NA,MX,MMC
Minami-Daito Airport,AS,JP,MMD
Durham Tees Valley Airport,EU,GB,MME
Mamfe Airport,AF,CM,MMF
Mount Magnet Airport,OC,AU,MMG
Mammoth Yosemite Airport,NA,US,MMH
McMinn County Airport,NA,US,MMI
Matsumoto Airport,AS,JP,MMJ
Murmansk Airport,EU,RU,MMK
Southwest Minnesota Regional Airport - Marshall/Ryan Field,NA,US,MML
Middlemount Airport,OC,AU,MMM
Maio Airport,AF,CV,MMO
Mbala Airport,AF,ZM,MMQ
Selfs Airport,NA,US,MMS
Mc Entire Joint National Guard Base,NA,US,MMT
Morristown Municipal Airport,NA,US,MMU
Mal Airport,OC,PG,MMV
Malm̦ Sturup Airport,EU,SE,MMX
Miyako Airport,AS,JP,MMY
Maimana Airport,AS,AF,MMZ
Melangguane Airport,AS,ID,MNA
Muanda Airport,AF,CD,MNB
Nacala Airport,AF,MZ,MNC
Medina Airport,SA,CO,MND
Mungeranie Airport,OC,AU,MNE
Mana Island Airport,OC,FJ,MNF
Maningrida Airport,OC,AU,MNG
Rustaq Airport,AS,OM,MNH
John A. Osborne Airport,NA,MS,MNI
W. H. Bramble Airport,NA,MS,MNI
Mananjary Airport,AF,MG,MNJ
Maiana Airport,OC,KI,MNK
Ninoy Aquino International Airport,AS,PH,MNL
Menominee Marinette Twin County Airport,NA,US,MNM
Marion Municipal Airport,NA,US,MNN
Manono Airport,AF,CD,MNO
Maron Island Airport,OC,PG,MNP
Monto Airport,OC,AU,MNQ
Mongu Airport,AF,ZM,MNR
Mansa Airport,AF,ZM,MNS
Mawlamyine Airport,AS,MM,MNU
[Duplicate] Macdonald Downs Airport,OC,AU,MNW
Macdonald Downs Airport,OC,AU,MNW
Manicor̩ Airport,SA,BR,MNX
Mono Airport,OC,SB,MNY
Manassas Regional Airport/Harry P. Davis Field,NA,US,MNZ
Orestes Acosta Airport,NA,CU,MOA
Mobile Regional Airport,NA,US,MOB
M��rio Ribeiro Airport,SA,BR,MOC
Modesto City Co-Harry Sham Field,NA,US,MOD
Momeik Airport,AS,MM,MOE
Maumere(Wai Oti) Airport,AS,ID,MOF
Mong Hsat Airport,AS,MM,MOG
Mitiaro Island Airport,OC,CK,MOI
Moengo Airstrip,SA,SR,MOJ
Molde Airport,EU,NO,MOL
Letfotar Airport,AF,MR,MOM
Mount Cook Airport,OC,NZ,MON
Moomba Airport,OC,AU,MOO
Morondava Airport,AF,MG,MOQ
Minot International Airport,NA,US,MOT
Mountain Village Airport,NA,US,MOU
Moranbah Airport,OC,AU,MOV
Moorea Airport,OC,PF,MOZ
Katima Mulilo Airport,AF,NA,MPA
Miami Seaplane Base,NA,US,MPB
Muko Muko Airport,AS,ID,MPC
Sindhri Tharparkar Airport,AS,PK,MPD
Griswold Airport,NA,US,MPE
Mapoda Airport,OC,PG,MPF
Makini Airport,OC,PG,MPG
Godofredo P. Ramos Airport,AS,PH,MPH
Mamitupo Airport,NA,PA,MPI
Mokpo Airport,AS,KR,MPK
Montpellier-M̩diterran̩e Airport,EU,FR,MPL
Maputo Airport,AF,MZ,MPM
Mount Pleasant Airport,SA,FK,MPN
Mulatupo Airport,NA,PA,MPP
Maliana airport,AS,ID,MPT
Maliana Airport,AS,TL,MPT
Mapua(Mabua) Airport,OC,PG,MPU
Edward F Knapp State Airport,NA,US,MPV
Mariupol International Airport,EU,UA,MPW
Miyanmin Airport,OC,PG,MPX
Maripasoula Airport,SA,GF,MPY
Mount Pleasant Municipal Airport,NA,US,MPZ
Mandora Airport,OC,AU,MQA
Macomb Municipal Airport,NA,US,MQB
Miquelon Airport,NA,PM,MQC
Maquinchao Airport,SA,AR,MQD
